web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737926369-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur Mento","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-mento-3101648","Pigeon voyageur Mento","20 000 CFA","Mbour, Sénégal",""
"1737926376-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon cauchois","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3101934","Pigeon cauchois","70 000 CFA","Mbour, Sénégal",""
"1737926386-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahore rouge","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-rouge-3104308","Pigeon Lahore rouge","25 000 CFA","Mbour, Sénégal",""
"1737926396-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahore - noir","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-noir-3104310","Pigeon Lahore - noir","25 000 CFA","Mbour, Sénégal",""
"1737926406-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3115873","Lapereaux","15 000 CFA","Dakar, Sénégal",""
"1737926420-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3118080","Pigeon","80 000 CFA","Mbour, Sénégal",""
"1737926427-296","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3121121","Lapins","22 000 CFA","Dakar, Sénégal",""
"1737926435-297","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3123441","Poulet","3 500 CFA","Ouakam, Dakar, Sénégal",""
"1737926442-298","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Colvert","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-3125526","Colvert","35 000 CFA","Dakar, Sénégal",""
"1737926449-299","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3126603","Poussins Brahma","5 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737926456-300","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-3128887","Poulets Brahman","40 000 CFA","Mbao, Dakar, Sénégal",""
"1737926465-301","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3130806","Lapin Angora","25 000 CFA","Dakar, Sénégal",""
"1737926472-302","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Cailles jumbos","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-jumbos-3131078","Cailles jumbos","1 500 CFA","HLM, Dakar, Sénégal",""
"1737926478-303","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3131153","Pigeon Mondain","180 000 CFA","Mbour, Sénégal",""
"1737926486-304","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3136627","Lapin","Prix sur demande","Bargny, Sénégal",""
"1737926498-305","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3140949","Pigeons voyageurs","12 000 CFA","Thies, Sénégal",""
"1737926505-306","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3142583","Pigeon","500 CFA","Mbao, Dakar, Sénégal",""
"1737926514-307","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Dinde","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dinde-3148596","Dinde","15 000 CFA","Touba, Sénégal",""
"1737926521-308","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Perroquet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perroquet-3150902","Perroquet","40 000 CFA","Keur Massar, Sénégal",""
"1737926528-309","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3152493","Poulets","Prix sur demande","Rufisque, Sénégal",""
"1737926537-310","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet local","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-local-3154953","Poulet local","3 000 CFA","Keur Massar, Sénégal",""
"1737926544-311","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155585","Lapereaux","15 000 CFA","Pikine, Sénégal",""
"1737926553-312","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155590","Lapereaux","15 000 CFA","Pikine, Sénégal",""
"1737926561-313","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Baraman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-3164881","Poule Baraman","Prix sur demande","Mbao, Dakar, Sénégal",""
"1737926568-314","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pintade","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pintade-3165007","Pintade","10 000 CFA","Mbao, Dakar, Sénégal",""
"1737926575-315","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3165580","Poulet de chair","2 500 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737926583-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3167648","Pigeon","Prix sur demande","Joal Fadiouth, Sénégal",""
"1737926593-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets bleue d'hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleue-dhollande-3169646","Poulets bleue d'hollande","Prix sur demande","Touba, Sénégal",""
"1737926600-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules cou-nues","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-cou-nues-3169649","Poules cou-nues","Prix sur demande","Touba, Sénégal",""
"1737926607-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3175790","Poulet de chair","3 000 CFA","Ouakam, Dakar, Sénégal",""
"1737926617-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3177358","Poulet","Prix sur demande","Grand Dakar, Dakar, Sénégal",""
"1737926631-321","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pignon Monday","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pignon-monday-3177465","Pignon Monday","175 000 CFA","Mbour, Sénégal",""
"1737926644-322","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Monday","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-monday-3177475","Pigeon Monday","100 000 CFA","Mbour, Sénégal",""
"1737926658-323","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3187687","Lapin","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737926666-324","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Coq Baramann","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-baramann-3189768","Coq Baramann","Prix sur demande","Mbao, Dakar, Sénégal",""
"1737926681-325","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3197088","Lapin","15 000 CFA","Yoff, Dakar, Sénégal",""
"1737926693-326","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin fauve de bourgogne","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-de-bourgogne-3202447","Lapin fauve de bourgogne","25 000 CFA","Mbour, Sénégal",""
"1737926699-327","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Perruche","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-3214014","Perruche","20 000 CFA","Dakar, Sénégal",""
"1737926709-328","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3214815","Poulets de chair","2 500 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737926715-329","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3229235","Poules","2 500 CFA","Dakar, Sénégal",""
"1737926726-330","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur Meulman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-meulman-3248657","Pigeon voyageur Meulman","10 000 CFA","Dakar, Sénégal",""
"1737926736-331","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins Brahman Herminé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-3248983","Poussins Brahman Herminé","Prix sur demande","Keur Massar, Sénégal",""
"1737926745-332","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Brahma herminé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-hermine-3259880","Brahma herminé","Prix sur demande","Keur Massar, Sénégal",""
"1737926755-333","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Bleu Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollande-3278019","Poule Bleu Hollande","10 000 CFA","Kaolack, Sénégal",""
"1737926763-334","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-3281223","Poulet cochin blanc","Prix sur demande","Keur Massar, Sénégal",""
"1737926776-335","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-blanc-3281225","Poule cochin blanc","Prix sur demande","Keur Massar, Sénégal",""
"1737926790-336","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3283632","Poules","3 000 CFA","Dakar, Sénégal",""
"1737926798-337","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3286388","Lapereaux","17 000 CFA","Pikine, Sénégal",""
"1737926806-338","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulet Bleu Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollande-3290876","Poulet Bleu Hollande","4 500 CFA","Diourbel, Sénégal",""
"1737926813-339","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3302613","Pigeons","50 000 CFA","Kaolack, Sénégal",""
"1737926822-340","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-3305350","Pigeons Lahore","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737926829-341","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon  Bullan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306464","Pigeon  Bullan","100 000 CFA","Louga, Sénégal",""
"1737926837-342","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Bullan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306474","Pigeon Bullan","95 000 CFA","Louga, Sénégal",""
"1737926845-343","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon mondain / bullan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-bullan-3306481","Pigeon mondain / bullan","25 000 CFA","Louga, Sénégal",""
"1737926853-344","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3307095","Poule Brahman","22 000 CFA","Louga, Sénégal",""
"1737926860-345","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3315445","Lapereaux","17 000 CFA","Pikine, Sénégal",""
"1737926869-346","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussin Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316797","Poussin Brahma","20 000 CFA","Dakar, Sénégal",""
"1737926876-347","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussin Brahmâ","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316806","Poussin Brahmâ","20 000 CFA","Dakar, Sénégal",""
"1737926894-348","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Trio poussin coucou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussin-coucou-3316809","Trio poussin coucou","30 000 CFA","Dakar, Sénégal",""
"1737926904-349","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3322610","Lapin nain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737926933-350","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-3325681","Poussins Cochin","Prix sur demande","Keur Massar, Sénégal",""
"1737926944-351","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets pondeuses","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-pondeuses-3333107","Poulets pondeuses","2 000 CFA","Dakar, Sénégal",""
"1737926956-352","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3334209","Pigeon","Prix sur demande","Kaolack, Sénégal",""
"1737926968-353","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3337450","Poulet de chair","2 300 CFA","Guediawaye, Dakar, Sénégal",""
"1737926977-354","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3348160","Poule","Prix sur demande","Dakar, Sénégal",""
"1737926988-355","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules brahmanes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349394","Poules brahmanes","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737926997-356","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules Brahmanes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349397","Poules Brahmanes","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737927006-357","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules brahmanes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349401","Poules brahmanes","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737927015-358","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3349405","Poules","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737927026-359","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon bajoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bajoura-3353059","Pigeon bajoura","50 000 CFA","Mbour, Sénégal",""
"1737927034-360","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353065","Pigeons","40 000 CFA","Mbour, Sénégal",""
"1737927044-361","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353071","Pigeons","50 000 CFA","Mbour, Sénégal",""
"1737927054-362","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3353083","Pigeon Mondain","110 000 CFA","Mbour, Sénégal",""
"1737927065-363","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Brahma hermnée","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-hermnee-3357145","Poule Brahma hermnée","100 000 CFA","Guediawaye, Dakar, Sénégal",""
